,3000,3250,3500,3750,4000,4250,4500,4750,5000,5250,5500,5750,6000,6250,6500
Individual activity,0.45125579833984375,0.45941758155822754,0.5439187288284302,0.46307551860809326,0.5130515694618225,0.5655784010887146,0.5295719504356384,0.5738683342933655,0.5316600203514099,0.4914664328098297,0.6184969544410706,0.6184969544410706,0.550415575504303,0.5873098969459534,0.5427964329719543
Student writing,0.20224325358867645,0.20776745676994324,0.2976921498775482,0.18560369312763214,0.24932977557182312,0.3162637948989868,0.2705429792404175,0.31467404961586,0.2728469967842102,0.22178733348846436,0.4092237055301666,0.4092237055301666,0.29068276286125183,0.33406585454940796,0.2796522080898285
Individual technology,0.1938452124595642,0.19818249344825745,0.26943379640579224,0.18508745729923248,0.23306620121002197,0.2840335965156555,0.24768216907978058,0.2816027104854584,0.2522551417350769,0.21181170642375946,0.350737988948822,0.350737988948822,0.2615375518798828,0.29738548398017883,0.2567525804042816
Student(s) standing or walking,0.22196361422538757,0.22703717648983002,0.3061860501766205,0.19239136576652527,0.27010735869407654,0.33128198981285095,0.28412124514579773,0.32908958196640015,0.2942688465118408,0.23234772682189941,0.42374491691589355,0.42374491691589355,0.3076421022415161,0.3483770489692688,0.30207741260528564
